Naslov,Spletna povezava,Dolžina,Datum,EksplicitnostOpis
286: Meditation Class with David Nichtern,https://audioboom.com/posts/6851313,5211,"Fri, 11 May 2018 01:02:19 +0000",no,If you're interested in learning the basics of meditation them this DTFH is for you.   David Nichtern is a senior meditation teacher in the Shambhala Buddhist lineage of Chögyam Trungpa Rinpoche and Sakyong Mipham Rinpoche. He's also my friend and was kind enough to sit down with me and allow me to record a semi-formal meditation training. He's teaching some classes in Los Angeles this summer.  I'll be at the one in June.   
265: David Arquette,https://audioboom.com/posts/6834937,5456,"Mon, 30 Apr 2018 20:49:45 +0000",no,"The great David Arquette joins the DTFH and we talk about growing up on a commune, narcissism, Marlon Brando blow jobs, simulation theory and meditation. "
Anthony Jeselnik,https://audioboom.com/posts/6823574,4206,"Mon, 23 Apr 2018 12:00:00 +0000",no,"Brilliantly dark, absurdist comedian Anthony Jeselnik joins the DTFH and we talk about the insane amount of work that goes into creating such beautifully evil stand-up.    We were also joined by America's favorite drunk musician Fergus Blenters.   "
Karen Kilgariff,https://audioboom.com/posts/6804853,7290,"Sat, 14 Apr 2018 00:33:21 +0000",no,"The co-host of My Favorite Murder joins the DTFH and we talk about spirituality, comedy, and MURDER!!!! "
Aubrey Marcus,https://audioboom.com/posts/6793807,4412,"Wed, 11 Apr 2018 00:04:08 +0000",no,"Aubrey Marcus returns to the DTFH and shares with us some great data from his new book ""Own The Day Own Your Life.""  We also talk about his most recent heroic dose of mushrooms and whether or not he qualifies as a ""teacher."" Aubrey Marcus  is the founder and CEO of Onnit, a lifestyle brand based on a holistic health philosophy he calls Total Human Optimization. Aubrey currently hosts the Aubrey Marcus Podcast, a motivational destination for conversations with the brightest minds in athletics, business, science, relationships and spirituality. "
Henry Zebrowski,https://audioboom.com/posts/6793811,5033,"Tue, 27 Mar 2018 22:36:10 +0000",no,"Henry Zebrowski explodes his genius all over the face of the DTFH in this stellar episode.  We talk Sigil magic, cum pools of the ancients and we figure out how the domestication of wolves and the evolution of language are inextricably tied together so this podcast will probably end up in scientific journals.  Henry Zebrowski,  is an American actor and comedian, known for his work on the Adult Swim series Your Pretty Face Is Going to Hell, NBC series Heroes Reborn, and the podcast The Last Podcast on the Left. "
Martin Olson,https://audioboom.com/posts/6793813,5773,"Tue, 20 Mar 2018 16:17:02 +0000",no,"What caused the universe to split into a million miserable pieces?  Is the Guru system evil?  How did Alan Watts negotiate fees for his lectures?  Jump onto this existential rollercoaster and enjoy getting your face melted off by the infernal intellect of Martin Olson.  Martin Olson is an American comedy writer, television producer, author and composer. He is known for his unusual subject matter, and is an original member of the Boston Comedy Scene. He is the father of actress Olivia Olson. Olson has received five Emmy nominations, three for television writing and two for song writing. Olson also received an Ace Award for television writing.[1] "
Dr. Cole Marta,https://audioboom.com/posts/6793815,5168,"Tue, 13 Mar 2018 20:52:23 +0000",no,Dr. Cole Marta is running the MAPS stage 3 clinical trials for MDMA in Los Angeles.   We talk about the process of MDMA therapy and it's breathtaking potential to treat PTSD. 
Jason Silva,https://audioboom.com/posts/6793817,4827,"Thu, 01 Mar 2018 02:25:30 +0000",no,"Jason Silva (Brain Games, Shots Of Awe) joins the DTFH and we talk about mainlining the universe and the problem of death. JASON'S TOUR "
Jason Louv,https://audioboom.com/posts/6793819,4752,"Fri, 23 Feb 2018 20:45:39 +0000",no,"Dive into the world of Enochian Angels and John Dee in this occult-blaster of an episode with author, and occult scholar Jason Louv. "
Natasha Leggero and Riki Lindhome,https://audioboom.com/posts/6793821,7350,"Wed, 14 Feb 2018 23:26:14 +0000",no,"The stars of Comedy Central's Another Period, Natasha Leggero and Riki Lindhome,  join the DTFH and we talk about service, cultivating compassion, and online dating. "
Bert Kreischer,https://audioboom.com/posts/6793823,6839,"Wed, 31 Jan 2018 03:33:20 +0000",no,"The great Bert Kreischer returns to the DTFH and we talk about his wonderful experiments in fitness and sobriety, finding compassion for the Ansari claw and the best tracking devices to use on your family. "
Johnny Pemberton VS AT&amp;T,https://audioboom.com/posts/6793825,11066,"Thu, 25 Jan 2018 05:50:50 +0000",no,"A 3 hour mega episode in which Johnny Pemberton confronts the soulless void that is the gestalt of AT&amp;T.  Trigger warning- if you're not prepared to experience the feeling of having your soul extracted by an ancient monolithic hive of cultists then skip over this episode because it will bang your gong, baby. "
Chris Ryan,https://audioboom.com/posts/6793827,4765,"Thu, 11 Jan 2018 18:13:58 +0000",no,Oh man.  I can talk about just about anything on the podcast but getting real about my struggles with jealousy and my current thinking on sex and monogamy was really hard. But if I'm gonna open up to anyone about it it might as well be Chris Ryan who co-wrote a terrific book on monogamy called Sex At Dawn and who privately has been something of a mentor to me when it comes to this stuff. So enjoy!  if you've ever struggled with jealousy I hope this helps a bit. 
Raghu Markus,https://audioboom.com/posts/6793829,5239,"Fri, 05 Jan 2018 23:33:39 +0000",no,"  Raghu Markus returns and we discuss tantra, meditation, and what it means to be in the present moment "
Laraaji,https://audioboom.com/posts/6793831,4694,"Tue, 26 Dec 2017 22:08:09 +0000",no,"Laraaji was discovered at Washington Square park by Brian Eno and they produced the album ""Ambient 3: Days Of Radiance.   He creates ambient music as a way to conduct the energy of the timeless into our part of the time space continuum.   We talked about channeling energy,  the sound of angels singing,  and reasons for making music.   "
Steven Kotler,https://audioboom.com/posts/6793833,6851,"Tue, 19 Dec 2017 15:59:45 +0000",no,"Best selling author and expert on flow states, Steven Kotler, joins the DTFH. We talk about seizure ridden cyborgs , techniques to utilize when getting the weed jitters, synchronicity, and steps that can get you into THE FLOW.   "
Vic Berger,https://audioboom.com/posts/6793835,4927,"Wed, 13 Dec 2017 04:19:31 +0000",no,"Vic berger is a video artist/political satirist responsible for some of the most hilarious videos on the web. Duncan and Vic talk about Vic's art, the weirdness of the Trump Presidency, Vic's war with Mike Cernovich and what waits for us in the future.  This episode brought to you by Casper.com go to Casper.com/family hour and enter in offer code family hour to get $50 off of a new mattress. "
Alexi Wasser,https://audioboom.com/posts/6793837,5974,"Mon, 27 Nov 2017 16:00:00 +0000",no,"Holy smokes!  Here's an intense episode with Alexi Wasser who you might know from her legendary INSTA STORIES, her blawg imboycrazy.com, her podcast Love Alexi or even her appearance in CABIN FEVER 2   "
Luis J. Gomez,https://audioboom.com/posts/6793839,5583,"Tue, 21 Nov 2017 06:58:13 +0000",no,"Duncan rants about his recent breakup and is joined by the great Louis J. Gomez (Legion Of Skanks, Real Ass podcast) who talks about his brutal childhood, forbidden words, and the New York Comedy Scene "
Wayne Coyne,https://audioboom.com/posts/6793841,3631,"Thu, 09 Nov 2017 21:18:02 +0000",no,"A glorious and inspirational conversation about love and reality with the mystical leader of The Flaming Lips, Wayne Coyne.  https://art19.com/shows/duncan-trussell-family-hour/episodes/d735a359-0ab8-483e-b7e0-e6b4e3519801 "
Will Oldham,https://audioboom.com/posts/6793843,6261,"Thu, 02 Nov 2017 23:18:49 +0000",no,While traveling across the country I stopped by Louisville and recorded this conversation with musical legend Will Oldham AKA Bonnie Prince Billy.  
Ian Fidance,https://audioboom.com/posts/6793845,5382,"Fri, 20 Oct 2017 22:54:47 +0000",no,"Mystical comedian and beautiful soul, Ian Fidance, joins the DTFH and we talk about SEX!!!  What is sex?  Is it evil? Why do people have it?  Also we break down the core truth of all things and build the framework for a new philosophy that will transform everything.      "
Allyson and Alex Grey,https://audioboom.com/posts/6793846,4802,"Tue, 17 Oct 2017 23:46:56 +0000",no,"Visionary artists, Alex and Allyson Grey, join the DTFH and we talk about art as religion, overcoming creative blocks, and allowing the magic of the imagination to flow through you into the world.   ONE OF MY FAVORITE EPISODES EVER. "
Brian Normand,https://audioboom.com/posts/6793848,6789,"Thu, 05 Oct 2017 21:06:08 +0000",no,"Brian Norman, cofounder of psymposia, was tracked by the police for 5 months and then arrested for growing cannabis.  We talk about his theories on psychedelics, what it's like to get busted, and the ignorance that fuels the prohibition. "
Derek And Jody Waters,https://audioboom.com/posts/6793851,5673,"Sun, 01 Oct 2017 01:52:02 +0000",no,"Derek Waters (Drunk History) and his amazing MOM join the DTFH and we talk about motherhood, mental illness, and the meaning of family. "
Shane Mauss,https://audioboom.com/posts/6793853,9196,"Sun, 24 Sep 2017 00:58:01 +0000",no,"Comedian Shane Mauss returns from a brief trip to a psychiatric hospital and we talk about madness, synchronicity, the responsible use of psychedelics, and all the things that can happen when you take your DMT fueled fishing boat into uncharted waters of the universal mind. "
Dan Harmon,https://audioboom.com/posts/6793855,6239,"Fri, 15 Sep 2017 22:37:26 +0000",no,"I visited Dan Harmon's (community, rick and morty) house and was sucked into a beautiful whirlwind of pessimism and despair. Is it the end of the world? Have we lost everything to fascists? A dark episode. "
THE CRAFTSMEN,https://audioboom.com/posts/6793857,4382,"Thu, 14 Sep 2017 01:07:08 +0000",no,"We temporarily interrupt the DTFH to present the nations top comedy business podcast ""The Craftsmen."" "
Daniele Bolelli,https://audioboom.com/posts/6793859,4868,"Sat, 09 Sep 2017 00:27:31 +0000",no,"Fresh in from THE BURN Duncan retells his harrowing encounter with one of the Kardashians and is joined by Daniele Bolelli (History On Fire, Create Your Own Religion) who soothes us by recounting our murderous and diseased past that makes our modern sorrows seem like a fart in a bubble bath.  SUPPORT THE DTFH ON PATREON Daniele's web site "
Paul Selig,https://audioboom.com/posts/6793861,8934,"Fri, 25 Aug 2017 01:28:16 +0000",no,"Are you ready to BLAST YOUR PINEAL GLAND TO SMITHEREEENS?  Then this is the episode for you! A live DTFH with channeler and medium Paul Selig (I Am The Word, The Book Of Truth) This episode was recorded LIVE at the Bell House in Brooklyn.  Music by Emil Amos "
Chris Ryan! Live from THE FLOAT CONFERENCE,https://audioboom.com/posts/6793863,6692,"Fri, 18 Aug 2017 17:04:25 +0000",no,"Chris Ryan, (Sex At Dawn, Tangentially Speaking) joins the DTFH and we talk about going off the grid, floating, swimming in rivers, and why Chris doesn't wear underwear. Much thanks to THE FLOAT CONFERENCE for making this happen!!  This episode brought to you by Squarespace.com "
Ethan Nichtern,https://audioboom.com/posts/6793864,5055,"Thu, 10 Aug 2017 20:06:56 +0000",no,"Is it possible to be enlightened and live in the world?  Buddhist teacher and Shastri, Ethan Nichtern (Dharma Of The Princess Bride)  joins the DTFH and we talk about meditation, the Shambhala tradition, and balancing relationships with a spiritual life. This episode brought to you by Casper.com JOIN US AT PATREON "
Natasha Leggero,https://audioboom.com/posts/6793865,6387,"Fri, 04 Aug 2017 19:15:27 +0000",no,"Natasha Leggero (Another Period, Dice) joins the DTFH and we talk about the impact technology is having on society and the potential existence of a secret group of enlightened beings.  This episode brought to you by: ONNIT and  CASPER.COM "
Robert Ryan,https://audioboom.com/posts/6793866,4579,"Mon, 31 Jul 2017 17:20:58 +0000",no,"Tattoo artist, Robert Ryan (The Inborn Absolute)  joins the DTFH and we dive deep into the world of Bhakti Yoga, Shaivism, and finding god in all things. "
Aubrey Marcus LIVE from the Brooklyn Bell House,https://audioboom.com/posts/6793867,9704,"Fri, 21 Jul 2017 19:37:56 +0000",no,"A live DTFH with Aubrey Marcus recorded at the Bell House in Brooklyn.  Opening music by Emil Amos.   We talk about Flat Earth Theory, Aubrey's encounter with the God of the mosquitos, and the amazing power of the human mind. "
Matt Furie,https://audioboom.com/posts/6793868,5334,"Sat, 15 Jul 2017 19:27:53 +0000",no,"Matt Furie, the creator of Pepe The Frog, joins the DTFH to talk about what happens when your meme gets away from you.    "
Dean Delray,https://audioboom.com/posts/6793869,4851,"Fri, 07 Jul 2017 20:31:36 +0000",no,Dean Delray tells the story of how a surprise visit from God in the form of Quentin Tarantino launched his comedy career.  If you want to obliterate whatever satanic excuse you're using for not following your dreams then this is the episode for you. 
Sam Tripoli,https://audioboom.com/posts/6793870,7764,"Thu, 29 Jun 2017 15:36:17 +0000",no,Comedian SAM TRIPOLI (Punch drunk Tin Foil Hat Podcast). joins the DTFH and we dive into the world of conspiracy and speculate about the possibility that a subversive force of light and positivity is at work behind the scenes.  
Johnny Pemberton,https://audioboom.com/posts/6793871,5794,"Thu, 22 Jun 2017 20:17:40 +0000",no,A sermon on the story of Jesus and the pig-demons followed by a joyful backflip into the honey flavored ocean of Johnny Pemberton's beautiful mind. 
Laying About with Shane Mauss,https://audioboom.com/posts/6793872,7868,"Tue, 13 Jun 2017 01:18:27 +0000",no,"A rant about the glory of bikes followed by a conversation with comedian and psychonaut Shane Mauss.   We talk about learned helplessness, pain administration chambers, and the joy of laying about.  This episode sponsored by Fulton and Roark.  Go to Fultonandroark.com and use offer code Duncan at check out to get a 15% discount. "
Greg Fitzsimmons,https://audioboom.com/posts/6793873,4405,"Mon, 05 Jun 2017 23:28:01 +0000",no,"A glorious chat about Christianity, catholic guilt and comedy with the brilliant Greg Fitzsimmons. "
Avi Loeb,https://audioboom.com/posts/6793874,4555,"Wed, 31 May 2017 21:48:41 +0000",no,"Have scientists discovered an alien signal originating from the edge of the universe?  Joining the DTFH to answer this question is Avi Loeb, the chair of the cosmology department at Harvard who hypothesizes that Fast Radio Bursts could be the wind in the sails of massive alien ships. "
Daniel Pinchbeck,https://audioboom.com/posts/6793875,5198,"Tue, 23 May 2017 22:55:49 +0000",no,"Is our world doomed to a smoldering, radioactive future?  Maybe not!!  Duncan is joined by author and psychedelic luminary Daniel Pinchbeck and they discuss Daniel's new book ""How Soon Is Now"" and future timelines where harmony and joy win the day. "
Raghu Markus,https://audioboom.com/posts/6793876,4965,"Fri, 12 May 2017 20:12:03 +0000",no,"Raghu Markus (Be Here Now Network, Mind Rolling, Love Serve Remember Foundation) joins the DTFH and we talk about the way a traditional spiritual practice and psychedelics can go together. "
Sharon Salzberg,https://audioboom.com/posts/6793877,5164,"Fri, 05 May 2017 22:41:54 +0000",no,"Recorded at the Ram Dass spring retreat in Maui!  Duncan is joined by Buddhist teacher and author Sharon Salzberg.  We talk about love, enlightenment and the possibility that anonymous awakened beings are living today and shaping the course of history. "
Dennis Mckenna,https://audioboom.com/posts/6793878,6203,"Sat, 29 Apr 2017 22:05:21 +0000",no,Recorded at the MAPS psychedelic science conference in Oakland.  Duncan is joined by Ethnopharmacologist and philosopher DENNIS MCKENNA!!!   !!!!!!!!!!!!!!!!!!!!!!!!!!! 
Emil Amos,https://audioboom.com/posts/6793879,6097,"Thu, 20 Apr 2017 01:03:26 +0000",no,"Duncan wonders if LSD is an incarnation of Vishnu and is  joined by Emil Amos (Grails, Holy Sons, OM) who tells the story of the saddest baby sitter, phone sex hot lines, and the time he committed arson. "
Myq Kaplan,https://audioboom.com/posts/6793880,5633,"Fri, 14 Apr 2017 21:26:42 +0000",no,Duncan tells a science fiction story about how a character in a dystopian reality used LSB to treat his lepression and is joined by the brilliant comedian Myq Kaplan who takes us on a guided ayahuasca simulation. 
Adam Strauss,https://audioboom.com/posts/6793881,9101,"Sat, 08 Apr 2017 22:33:23 +0000",no,"Duncan talks about the return of his depression and is joined by comedian and Psychonaut Adam Strauss who bravely shares the tale of his recent journey to Peru to drink of the vine of the little death, Ayahuasca. "
Krishna Das LIVE from the Bell House,https://audioboom.com/posts/6793882,7992,"Fri, 31 Mar 2017 19:46:46 +0000",no,Dive into the mystical waters of sacred-chanting with world renowned Kirtan Wallah Krishna Das. 
Dr. Raymond Moody,https://audioboom.com/posts/6793883,4583,"Tue, 28 Mar 2017 21:39:17 +0000",no,"What happens when you die?  This is one of the most important or least important questions of all time and today we get an answer from Dr. Raymond Moody the author of ""Life After Life"" and an expert on the Near Death Experience. "
Dave Smith,https://audioboom.com/posts/6793884,6536,"Tue, 21 Mar 2017 19:06:17 +0000",no,Libertarian comedian Dave Smith joins the DTFH and we talk about the libertarianism and the way the state has wormed it's way into nearly every aspect of our lives. 
Edmund McMillen,https://audioboom.com/posts/6793885,6374,"Fri, 10 Mar 2017 23:01:22 +0000",no,"Edmund McMillen, creator of The Binding Of Isaac, Super Meat Boy, and a great many other wonderful indie games joins the DTFH and we talk about transforming your shadow into art. "
Hamilton Morris,https://audioboom.com/posts/6793886,6953,"Fri, 03 Mar 2017 21:53:50 +0000",no,"A LIVE DTFH recorded at the Bell House in Brooklyn with Hamilton Morris (Hamilton's Pharmacopia, VICE)  and Emil Amos (Holy Sons, OM). "
Jason Louv,https://audioboom.com/posts/6793887,4488,"Tue, 28 Feb 2017 07:38:15 +0000",no,"A deluxe episode with an exclusive new song from award winning mega-band Win Streak Bonus Star along with a deep conversation with author and occultist Jason Louv.  We explore John Dee, the enochian angels and the magical arts. "
Ian Fidance,https://audioboom.com/posts/6793888,4618,"Sat, 18 Feb 2017 00:38:47 +0000",no,
DTFH_229_abby_martin,https://audioboom.com/posts/6793889,4730,"Fri, 10 Feb 2017 21:35:37 +0000",no,
Donny Cates,https://audioboom.com/posts/6793890,5075,"Fri, 03 Feb 2017 20:46:16 +0000",no,"Donny Cates (God Country, Heavy Metal) talks about his insane and highly inspirational journey into comic book stardom. "
JOHNNY PEMBERTON,https://audioboom.com/posts/6793891,6375,"Mon, 23 Jan 2017 06:30:00 +0000",no,"Johnny Pemberton (Son Of Zorn, Twisting The Wind) tells the story of an epic LSD trip that took him deep into the humming pits of hell. "
David Nichtern and Emil Amos...LIVE from the Bellhouse!,https://audioboom.com/posts/6793892,7894,"Sat, 21 Jan 2017 23:15:00 +0000",no,"A live episode of the DTFH recorded at the Bellhouse in Brooklyn.  Opening music by Emil Amos (Holy Sons, OM)  and a dive into the depths of Buddhism and meditation with Buddhist teacher and author David Nichtern "
Derek Waters,https://audioboom.com/posts/6793894,4386,"Thu, 05 Jan 2017 13:40:38 +0000",no,Duncan reveals insider info regarding sub-par episodes and Derek and Duncan talk about Jesus Christ Superstar and the importance of surrender... 
Tait Fletcher,https://audioboom.com/posts/6793895,6780,"Wed, 21 Dec 2016 18:31:19 +0000",no,"Tait Fletcher (Westworld, Pirate Life Radio) returns to the DTFH and we talk about his ascent into the world of action movies, sobriety, and the world of giving back. "
David Nichtern,https://audioboom.com/posts/6793896,2660,"Fri, 09 Dec 2016 20:21:41 +0000",no,"Buddhist teacher, author, and Emmy award winner David Nichtern joins the DTFH and we talk about the buddhist wheel of life. "
Drew Carey,https://audioboom.com/posts/6793897,4999,"Tue, 29 Nov 2016 19:37:59 +0000",no,
Jesseemoynihan,https://audioboom.com/posts/6793898,5444,"Fri, 25 Nov 2016 21:32:29 +0000",no,
Emil Amos,https://audioboom.com/posts/6793899,4638,"Wed, 23 Nov 2016 01:24:30 +0000",no,"Emil Amos (Holy Sons, OM) joins the DTFH and we talk about the strange secret cults that exist in every darkling city of the world. "
Hamilton Souther,https://audioboom.com/posts/6793900,4697,"Thu, 17 Nov 2016 01:20:24 +0000",no,"We celebrate Terrence Mckenna's birthday with a mind blazingly psychedelic episode with Maestro Hamilton Souther. (http://www.hamiltonsouther.com)    Hamilton Souther completed a degree in Anthropology from the University of Colorado in 2000. In 2001, he left his California home and traveled to Peru. Later that year, he studied Ayahuasca shamanism under various Peruvian shamans on the Aucayacu River in the Amazon rain forest, approximately 24 hours away from Iquitos, Peru by boat.  Then, in 2002, Souther began apprenticing with Don Alberto Torres Davila and Don Julio Llerena Pinedo, two medicine men in the area. Souther constructed a camp nearby, where he would live during his studies. It soon became clear to him that many Westerners would benefit from similar spiritual work, so he established Blue Morpho, named after the bright blue Amazonian butterfly of the same name. With its inception, Souther began guiding guests on the 24-hour trip by boat from Iquitos deep into the jungle. As more guests arrived, he added greater infrastructure to accommodate their needs. "
Daniele Bolelli in BOX OF RAIN,https://audioboom.com/posts/6793901,4672,"Wed, 09 Nov 2016 22:46:23 +0000",no,"Daniele Bolelli, The Drunken Taoist, History On Fire,  joins the DTFH and we talk about the election and nothingness. "
Pendleton Ward,https://audioboom.com/posts/6793902,6991,"Thu, 03 Nov 2016 20:55:59 +0000",no,The magical creator of Adventure Time joins the DTFH! Plus  a big announcement about an upcoming move to a very special city...... 
Catherine Powers,https://audioboom.com/posts/6793903,4591,"Thu, 27 Oct 2016 23:28:29 +0000",no,
Getting dirty with Chris Ryan,https://audioboom.com/posts/6793904,4729,"Wed, 19 Oct 2016 01:27:14 +0000",no,"Dr Chris Ryan, Sex At Dawn, Civilized To Death, returns to the DTFH and we talk about swarms, poop, the apocalypse, and argue about what fate awaits the blazing hell train that is modern human civilization. "
Aubrey Marcus,https://audioboom.com/posts/6793905,5134,"Fri, 07 Oct 2016 07:26:54 +0000",no,Fresh in from a trip to Peru Psychonaut/Shaman Aubrey Marcus joins the DTFH and shares his harrowing tale of contact with the archetypical forces of darkness that tested him during a recent ayahuasca experience. 
Conner Habib,https://audioboom.com/posts/6793906,5187,"Thu, 29 Sep 2016 21:42:55 +0000",no,"A blazing episode with author, teacher, occultist, and porn star Conner Habib! Take a class with Conner Follow Conner on Twitter Plus a BRAND NEW DTFH FREAKOUT CHALLENGE "
Shane Mauss,https://audioboom.com/posts/6793907,5898,"Wed, 21 Sep 2016 18:45:30 +0000",no,"Comedian Shane Mauss joins the DTFH and we talk about DMT, psychedelics, the human soul, and eventually come to a final psychedelic realization. "
Dr. Cole Marta,https://audioboom.com/posts/6793908,6918,"Wed, 14 Sep 2016 17:37:30 +0000",no,"A conversation with Dr. Cole Marta (MAPS, ZENDO PROJECT) who is the principal investigator in the phase 3 trial of MDMA as a treatment for PTSD.  We discuss Ketamine therapy, the synaptic cleft, and the strange and mysterious workings of the human brain.   Also a 190 hour rant about my burning man experience.   https://www.youtube.com/watch?v=8e1OEqrdIxY   The Galactic Experience "
Dr. Bruce Damer,https://audioboom.com/posts/6793909,7000,"Wed, 31 Aug 2016 05:45:55 +0000",no,"A conversation with the brilliant Dr. Bruce Damer (Levity Podcast, damer.com) we talk about VR, technology, the feasibility of mining asteroids, and the ethics of being involved with the military industrial complex.   This episode brought to you by SQUARESPACE.COM go to squarespace.com and use offer code duncan to get 10% off of your first order. "
Emily V. Gordon,https://audioboom.com/posts/6793910,4682,"Tue, 23 Aug 2016 22:50:21 +0000",no,"Emily Gordon (Super You, Do You Think You're Pretty,) Joins the DTFH and we talk about her work as a clinician, an illness that helped shape her POV, and how to pick a good therapist.  This episode brought to you by SQUARESPACE.COM Go to squarespace.com and use offer code Duncan to get 10% off of your first order. "
ZACH LEARY,https://audioboom.com/posts/6793911,4785,"Mon, 15 Aug 2016 22:01:56 +0000",no,"Zach leary, It's all Happening podcast, joins the DTFH and we talk about our upcoming attempt to bring virtual reality into a flotation tank.   This episode brought to you by casper.com  go to casper.com/family hour and use offer code family hour to get $50 towards your brand new mattress! "
AJ and Gino Gentile from LA Speed Weed,https://audioboom.com/posts/6793912,5524,"Thu, 11 Aug 2016 20:28:12 +0000",no,Aj and Gino from laspeedweed.com are kind enough to drop by to discuss the insane restrictions and regulations that anyone attempting to run a legal medicinal marijuana service in the state of Califonia has to face. No advertisements.   This episode is donated to Norml.org  PLEASE go there to help reform insane marijuana laws. 
JOE ROGAN,https://audioboom.com/posts/6793913,5010,"Mon, 08 Aug 2016 20:45:06 +0000",no,Joe Rogan tries out the HTC vive and we talk about VR and other incredible things. 
Tom Rhodes,https://audioboom.com/posts/6793914,4543,"Wed, 27 Jul 2016 20:10:17 +0000",no,Recorded at the lavish estate of world traveller and mind-bending comedian Tom Rhodes. 
CHRIS GROSSO,https://audioboom.com/posts/6793915,5805,"Mon, 18 Jul 2016 23:12:25 +0000",no,"Author and teacher Chris Grosso (everything mind, the indie spiritualist) joins the DTFH and we get spiritual!   THIS EPISODE BROUGHT TO YOU BY CASPER.COM go to CASPER.COM and use offer code familyhour to get $50 off of your first order. "
George Noory is THE NIGHTHAWK,https://audioboom.com/posts/6793916,3768,"Fri, 08 Jul 2016 21:47:30 +0000",no,"A brief but powerful conversation about conspiracy theories with the NIGHTHAWK himself, the host of Coast to Coast AM, George Noory. This episode brought to you by Squarespace.com go to squarespace.com and use offer code duncan to get 10% off of your first order. "
Myq Kaplan,https://audioboom.com/posts/6793917,4527,"Fri, 01 Jul 2016 21:03:12 +0000",no,
DAN HARMON,https://audioboom.com/posts/6793918,8735,"Fri, 24 Jun 2016 21:55:13 +0000",no,We celebrate the 200th DTFH with a 2 hour show starring the magical DAN HARMON.   THIS EPISODE BROUGHT TO YOU BY SQUARESPACE.COM go to SQUARESPACE.COM and use offer code duncan to get 10% off of your first order. 
(((Tim Heidecker))),https://audioboom.com/posts/6793919,5119,"Wed, 15 Jun 2016 22:48:08 +0000",no,"Comedic powerhouse (((TIM HEIDECKER))), (Tim and Eric, Decker) returns to the DTFH to talk about his new album ""In Glendale"" and the upcoming season of DECKER. "
Daniele Bolelli,https://audioboom.com/posts/6793920,4902,"Wed, 08 Jun 2016 19:05:55 +0000",no,"Author, historian, and martial artistDaniele Bolelli (history on fire, Drunken Taoist) joins the DTFH and we talk about what it means to be a historian and destroying false idols.     THIS EPISODE BROUGHT TO YOU BY SQUARESPACE.COM go to squarespace.com and use offer code duncan to get 10% off of your brand new web site. "
Raghu Markus,https://audioboom.com/posts/6793921,4562,"Wed, 01 Jun 2016 18:09:32 +0000",no,"Raghu Markus (Mindrolling podcast, love serve remember) joins the DTFH and we talk about Gurus and love!  Recorded at the Ram Dass spring retreat   THIS EPISODE BROUGHT TO YOU BY SQUARESPACE.COM GO TO SQUARESPACE.COM and use offer code duncan to get 10% off of a brand new site! "
JONAH RAY IS A TIME TRAVELER,https://audioboom.com/posts/6793922,4676,"Thu, 26 May 2016 22:47:26 +0000",no,The new host of MST3000 and Hidden America on SEESO join the DTFH and we talk about his new NBC show and how he transformed his dream of hosting Mystery Science Theater into a reality.   This episode brought to you by squarespace.com go to squarespace.com and use offer code duncan to receive 10% off of a brand new WEB SITE. 
"EMIL AMOS IN ""GARDEN OF NIPPLES""",https://audioboom.com/posts/6793923,6696,"Wed, 18 May 2016 20:40:07 +0000",no,"The great Emil Amos (Holy Sons) returns to the DTFH and the DTFH returns from a 2 week Hiatus.  We talk about the verdant opulence inherent in all things and NIPPLES!!! It's NIPPLE TIME!   THIS EPISODE BROUGHT TO YOU BY CASPER.COM  go to casper.com/family hour and use offer code family hour to get $50 off of your brand new mattress!! EMIL ON TWITTER Emil's new ALBUM ""The Fall Of Man""  Decline of the west volume 1 &amp; 2 "
MIKEY KAMPMANN'S ST. LOUIS ADVENTURE,https://audioboom.com/posts/6793924,6138,"Thu, 28 Apr 2016 01:23:40 +0000",no,Duncan and Mikey Kampmann talk about Mikey's encounter with the throbbing heart of the St. Louis Heat.   THIS EPISODE SPONSORED BY SQUARESPACE go to squarespace.com and use offer code duncan to get 10% off your first order. 
Alex And Allyson Grey,https://audioboom.com/posts/6793925,3976,"Tue, 19 Apr 2016 22:29:42 +0000",no,Duncan visits Alex and Allyson at COSM and they talk about the birth of ENTHEON a mystical temple they are building to house great works of visionary art.  Go to buildentheon.com to help midwife this amazing place!   THANKS TO SQUARESPACE.COM for sponsoring this episode.  Go to squarespace.com and use offer code duncan to get 10% your first order. 
Rick Doblin,https://audioboom.com/posts/6793926,5177,"Wed, 13 Apr 2016 19:03:59 +0000",no,"Rick Doblin, the founder of MAPS, joins Duncan on the Squarespace You Are God bus and they talk about the beautiful path Rick is blazing into a future where MDMA and other psychedelics can be prescribed by clinicians. "
Al Madrigal,https://audioboom.com/posts/6793927,4208,"Thu, 31 Mar 2016 21:55:32 +0000",no,"Al Madrigal (the daily show, all things comedy network) talks about what he did before comedy and why hard work is the answer!   This episode brought to you by squarespace.com  go to squarespace.com and use offer code duncan to get 10% off your brand new web site! "
Laura Kightlinger,https://audioboom.com/posts/6793928,5125,"Tue, 29 Mar 2016 01:35:05 +0000",no,"A groundbreaking episode with comedian, actor,  and author Laura Kightlinger (the minor accomplishments of Jackie Woodman, HBO comedy Special, quick shots of false hope) we talk about success and ghosts!     This episode brought to you by squarespace.com go to squarespace.com and use offercode duncan to get 10% off your first order "
